,loss,accuracy,val_loss,val_accuracy
0,3.0983410878463906,0.24226915836334229,2.2793147385120394,0.34843748807907104
1,2.363240802666477,0.34286025166511536,1.8707967221736908,0.45781248807907104
2,2.0438149760564515,0.40634885430336,1.7629840195178985,0.484375
3,1.8746252108572146,0.44212937355041504,1.689864808320999,0.47343748807907104
4,1.755895672167506,0.46198320388793945,1.654190194606781,0.4937500059604645
5,1.6672658118840664,0.4775826334953308,1.6214166700839996,0.4984374940395355
6,1.5828306957928164,0.5000545382499695,1.589660632610321,0.5062500238418579
7,1.5138809788743348,0.5120540857315063,1.5758173942565918,0.4921875
8,1.464918886404515,0.5236173272132874,1.5413565158843994,0.4984374940395355
9,1.4123049310578297,0.5297262072563171,1.5398225486278534,0.5093749761581421
10,1.3811869879539809,0.540198564529419,1.5241692692041398,0.5015624761581421
11,1.3592441716864647,0.5469619035720825,1.519866305589676,0.504687488079071
12,1.3308654128627375,0.5494709014892578,1.4969927698373795,0.5015624761581421
13,1.294249179846486,0.5588524341583252,1.5054207354784013,0.5
14,1.2784086085073272,0.5607068538665771,1.4704678326845169,0.5062500238418579
15,1.2562762280547972,0.5697610974311829,1.4591257989406585,0.515625
16,1.2315064171050567,0.5766335725784302,1.4583995461463928,0.528124988079071
17,1.220160745600389,0.5773971676826477,1.439824604988098,0.5218750238418579
18,1.2140422279147867,0.5783789753913879,1.4269389927387237,0.520312488079071
19,1.1639331412884952,0.5919057726860046,1.4290847212076188,0.5078125
20,1.1704044156471411,0.5905966758728027,1.4201191931962966,0.534375011920929
21,1.1368472003307366,0.5986691117286682,1.399856087565422,0.5218750238418579
22,1.1378610941228995,0.5971419215202332,1.4115271240472793,0.53125
23,1.12017144614066,0.6080506443977356,1.3844661474227906,0.535937488079071
24,1.1145805720610904,0.6065233945846558,1.3730681210756301,0.53125
25,1.1063506895184738,0.6055415868759155,1.3642345637083053,0.534375011920929
26,1.0812614262461648,0.6133958697319031,1.3704739391803742,0.5390625
27,1.0824800213485763,0.6111050248146057,1.3514959216117859,0.535937488079071
28,1.0678378483507096,0.62081378698349,1.3504159241914748,0.543749988079071
29,1.0709318474944576,0.6144867539405823,1.3363459914922715,0.534375011920929
