,loss,accuracy,val_loss,val_accuracy
0,6.458284002563264,0.033863238990306854,4.655015873908996,0.08906249701976776
1,4.546240450889344,0.1252318024635315,3.4270856022834777,0.22187499701976776
2,3.5678485173545513,0.2272281050682068,2.864380669593811,0.30781251192092896
3,2.979728940400092,0.30860695242881775,2.6014549851417543,0.3687500059604645
4,2.598268067913486,0.3764590322971344,2.42716446518898,0.39531248807907104
5,2.3080037788436054,0.42543908953666687,2.3366003930568695,0.41093748807907104
6,2.093237296359625,0.45696520805358887,2.281131035089493,0.4234375059604645
7,1.9290829632551965,0.4936184287071228,2.264450305700302,0.4234375059604645
8,1.7872048185580922,0.5226355195045471,2.250139218568802,0.43437498807907104
9,1.6450573403741406,0.5596160292625427,2.217094051837921,0.4390625059604645
10,1.5391646817243645,0.5760881304740906,2.225971704721451,0.4390625059604645
11,1.4318412338957813,0.5986691117286682,2.2092727184295655,0.4609375
12,1.359763691050023,0.6197229027748108,2.2063825905323027,0.453125
13,1.25634449964211,0.6415402889251709,2.2002923607826235,0.4625000059604645
14,1.2071001193015465,0.6599760055541992,2.190903639793396,0.4437499940395355
15,1.1296279001771734,0.6743754744529724,2.2079474866390227,0.47187501192092896
16,1.091590001862169,0.6813570261001587,2.1842782497406006,0.453125
17,1.003634855312103,0.7064470648765564,2.1723302841186523,0.4609375
18,0.9832132391000088,0.7099378108978271,2.17380747795105,0.45781248807907104
19,0.9197328094178853,0.7293552756309509,2.148114401102066,0.4703125059604645
20,0.8783044713500855,0.7412457466125488,2.18267782330513,0.45781248807907104
21,0.8464824899054151,0.7487727999687195,2.168637979030609,0.4609375
22,0.7857037769664891,0.771790087223053,2.1768761694431307,0.4609375
23,0.7481181636116192,0.7780080437660217,2.1798246681690214,0.4609375
24,0.7342453136222501,0.7818261384963989,2.1865492522716523,0.46562498807907104
25,0.6881463541073746,0.7933893203735352,2.1746926248073577,0.4625000059604645
26,0.6658548618255062,0.803643524646759,2.167262148857117,0.4671874940395355
27,0.6359048844931287,0.8138976693153381,2.177681827545166,0.4703125059604645
28,0.5998570787954762,0.8236064314842224,2.1637974262237547,0.47187501192092896
29,0.5873698598948146,0.8240427374839783,2.1867490828037264,0.47968751192092896
